Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
"4' OF DRYWALL, INSULATION, CABINETS, DUCT WORK, INTERIOR DOORS, ELECTRIC OUTLETS, EXTERIOR DOOR (FL#21138.5)",Closed-CC Issued,1,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remodel due to Hurricane,Closed-CC Issued,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
"DRYWALL, INSULATION, DUCTWORK, CABINETS, DOORS, TRIM AND BASEBOARDS, ELETRICAL FOR SERVICE ONLY",Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
"DUCT WORK, ISULATION, DRYWALL, INTERIOR DOORS, CABINETS, ELECTRIC OUTLETS",Closed-CC Issued,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
01462300000020000,Waiting on Applicant,0,ePlan,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remodel due to hurricane Ian,Closed-CC Issued,1,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
Hurricane Ian Damage - Re-model,Closed-CC Issued,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
"INTERIOR REMOEL-ELE,MEC,DRYWALL, INSULATION,CABINETS, DOORS, TRIM, FLOORING",Closed-CC Issued,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
Repair/Remodel home due to Hurricane damage.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBIEL HOME ON LOT 10,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 16,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBULE HOME ON LOT 45,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 57,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 73,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOMES ON LOT 138,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remodel due to hurricane Ian,Permit Expired,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-11-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remodel due to hurricane Ian,Closed-CC Issued,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 225,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 129,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 105,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 102.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 2,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
AC CHANGE OUT,Closed-Voided,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
"REPLACE DRYWALL, INSULATION CABINETS, FLOORING INTERIOR DOORS AND TRIM, HVAC At UNIT 119",Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
"DRYWALL, INSULATION, INTERIOR DOORS, CABINETS, HVAC",Closed-CC Issued,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 92.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO MOBILE HOME ON LOT 67,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 37,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remodel due to Hurricane Ian - lot 253,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remodel due to Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
Interior Remodel including Drywall/insulation,Permit Expired,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
Interior Remodel including Re-Roof Shingle FL 30310.1 -HVAC-ELECTRIC-DRYWALL,Permit Expired,0,ePlan,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
"18"" OF WATER OR LESS, NO TRADES, DRYWALL, INSULATION, CABINETS",Permit Expired,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-12-01,-81.967873123043,26.506378827474,39.92323063478294,333
Reroof - Lot 114,Closed-Voided,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
"Interior remodel drywall, insulation, cabinets, trim, flooring, interior doors, mechanical duct work due to hurricane damage",Closed-CC Issued,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 290 IN GROVES RV,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 99 IN GROVES RV,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 27 IN GROVES RV,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 220 IN GROVES RV,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 197 IN GROVES RV,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME---ACTUAL ADDRESS ON LOT 154 IN GROVES RV,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 25 IN GROVES RV,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 9 IN GROVES RV.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
REMODEL,Closed-Voided,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
"Reconstruction due to hurricane Ian, drywall, insulation, subfloor and HVAC",Closed-Withdrawn,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2023-01-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remodel due to Hurricane Ian - Unit 223 *R01 - REVISION to remove the roof,Permit Expired,1,Paper Submittal,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
1- Insulation ( from floor up 4' all exterior walls )2- drywall     ( from floor up 4' the whole inside )3- flooring  4- baseboard 5  paint 6- bally Moisture & Skirtting,Closed-Voided,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Hurricane Ian Damage  - Remodel,Permit Expired,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 208,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 200,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME OF LOT 189,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 136,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 93,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 39,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 238,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 178,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 80,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 32,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 31.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remove and Replace Shingle Roof,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remove Storm damaged home,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish Home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish Home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
16175 John Morris Rd Lot 306Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
16175 John Morris Rd Lot 162Demolish home due to Hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
16175 John Morris Rd Lot 133Demolish home due to Hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to Hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
16175 John Morris Rd Lot 239Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to Hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
16175 John Morris Rd Lot 15Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to Hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
16175 John Morris Rd Lot 190Demolish home due to Hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to Hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demolish home due to Hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Remove and replace Mobile Home/RV electrical pedestals,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
"INTERIOR REMODEL INSULATION, DRYWALL, INTERIOR DOORS, CABINETS, HVAC DUCT WORK ONLY DUE TO HURRICANE DAMAGE",Closed-CC Issued,1,Paper Submittal,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
Interior Remodel,Closed-CC Issued,1,Paper Submittal,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
SUN GROVES 16175 JOHN MORRIS RDSHINGLE TO SHINGLE REROOF,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
"INTERIOR REMODEL INSULATION, DRYWALL, FLOORING, BASEBOARDS, CABINETS, HVAC DUCT WORK DUE TO HURRICANE",Closed-CC Issued,1,Paper Submittal,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
"Interior remodel and roof, unit 114",Closed-CC Issued,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 287,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 281,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 280,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 275,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 258,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 246,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 207,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2023-02-01,-81.967873123043,26.506378827474,39.92323063478294,333
